Unnamed: 0,artist_name,track_name,release_date,genre,lyrics,len,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,sadness,feelings,topic,age
28,liva weel,"drømmer man om den, vågner..",1951,pop,better sail midnight better dive pearl better ski aspen better feed squirrels better find horseshoe better lose head better think better say better sing right loud spot crowd better know better set dizzy better count basie band better coltrane better stand better better latest news better evans ballads better williams blue better hear lady check monterey better know better desi better route better kildare better quiz show fix better sing better hitchcock karloff flick switch better movies late night watch fight better circus elephants dance clown parade better peanuts popcorn fresh lemonade better rid midway better seal blow horn better shoot cannon better fresh ears corn better balance wire watch tigers leap better,113,0.017089721,0.026486407,0.000773994,0.000773994,0.000773994,0.000773994,0.000773994,0.079664557,0.7205565145482401,0.080987648,0.000773994,0.065153233,0.000773994,0.000773994,0.000773994,obscene,0.9857142857142858
32,the chordettes,carolina moon,1951,pop,moon shin shin wait moon pin pin place long hop tonight right window scatter light alright tell blue lonely dreamy moon shin wait pin place long hop tonight right window scatter light alright tell blue lonely dreamy moon,38,0.001644737,0.001644737,0.001644737,0.3974904504511861,0.001644737,0.001644737,0.001644737,0.066201212,0.001644737,0.093699015,0.001644737,0.4179382701779092,0.001644737,0.001644737,0.001644737,night/time,0.9857142857142858
33,frankie laine,necessary evil,1951,pop,come motherfucker spit shit minutes chillin bitchin stuff frankly dont fuck intimate feel stuff feel like sit duck fuel cause theres weakness step fuckin bitch wanna test better caution extra warn mar yeah second horseman kill justify like family diss rest swaggin like rockstar limitless horrorcore bear mister death envy bitterness play rough fool piss presence perfect line spit sentence bless excrements holy shit endin want fight victim vengeance hook kill stone smother know flow super flow like fuckin know soul brother life like cover come punisher know gold hustlah pirate mafakka throath cutter know amazin controllin time space ancient mind razor rhyme alien laser eye cold roll dice crush glacier size fadin live high bitch think say straight think say clearly evil evil necessary prayers virgin diss hospital cemetary leave vast speculation quit rappin wack reputation write everyday lack termination education come motherfucker wanna packin chattin braggin demon rappin blastin smashin kickin jabbin peak game feel swaggin superrap flow little taste embrace feelin like waste greatest create dream replace fake reach overaged,173,0.000626566,0.2443580759245977,0.083569966,0.000626566,0.013375427,0.022181143,0.000626566,0.1091289709585859,0.4589837412093324,0.000626566,0.000626566,0.000626566,0.000626566,0.000626566,0.032580842,obscene,0.9857142857142858
34,ghantasala,kanugona galano,1951,pop,work morning flight watch even burn away tear life leave trouble door leave know hold go leave strand grind hear heart music end learn away hear heart music end learn away maybe think think know know heart feel like garbo late night grande hotel live hold go leave strand grind hear heart music end learn away hold go leave strand grind hear heart music end learn away hear heart music end learn away,73,0.000785546,0.000785546,0.150690869,0.000785546,0.000785546,0.000785546,0.000785546,0.090114231,0.000785546,0.1733106182210936,0.000785546,0.085106248,0.000785546,0.4454687961567132,0.045097139,sadness,0.9857142857142858
36,les paul,the carioca,1951,pop,see carioca foxtrot polka little rhythm blue rhythm sigh meter tricky wicked wackywicky dance true dream carioca theme kiss sigh dream carioca music light go goodbye head better head dance begin arm lips carioca care polka realize blue hula bamboola tomorrow morning discover carioca lover dance true dream carioca theme kiss sigh dream carioca music light go say goodbye goodbye,60,0.001253133,0.001253133,0.081359733,0.001253133,0.001253133,0.030950545,0.3845678800840667,0.001253133,0.001253133,0.1119224047407057,0.001253133,0.2705065173874285,0.001253133,0.001253133,0.049284711,romantic,0.9857142857142858
37,les paul,chicken reel,1951,pop,hahaha alright yeah alright even shoot complain things go want cliché life easy tough easy whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna thing dreamer think uncool preach better life learn school life live come life life easy tough life easy whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna things right need fighta life nicea elders polite hurt forget smile nation small good reward unite stand divide fall smile face greet life easy tough easy whatcha gonna whatcha gonna smile face world better place smile face whatcha gonna whatcha gonna smile face alright world better place smile face whatcha gonna whatcha gonna smile face yeah world better place smile face whatcha gonna whatcha gonna smile face smile world better place smile face yeah whatcha gonna whatcha gonna people smile hate screw lot happiness rasta know wish coulda come jamaica honolulu smile face good smile smile fine know vibes smile give inside smile look beautiful like come haha dimple cute hahaha happiness zeen smile,199,0.000348554,0.018417244,0.3918787086344464,0.000348554,0.025737245,0.000348554,0.000348554,0.000348554,0.000348554,0.000348554,0.000348554,0.000348554,0.000348554,0.034922425,0.026084213,world/life,0.9857142857142858
40,les paul,blue skies,1951,pop,blue sky smile blue sky bluebirds sing song bluebirds long shin bright things go right notice days hurry blue days go blue sky blue sky smile blue sky shin bright things go right notice days hurry blue days go blue sky blue sky,43,0.001385042,0.001385042,0.001385042,0.065506615,0.001385042,0.001385042,0.001385042,0.001385042,0.001385042,0.6006329459604957,0.001385042,0.2491536893758469,0.001385042,0.001385042,0.063931126,music,0.9857142857142858
44,les paul,dark eyes,1951,pop,light bright dark shit backstage alright cause tons trays tons smoke cars tons pain slice skin break heart religion second highs like badminton bathrooms hide flask bag good girls act kill hardly stronger single hour pass feel longer yeah hour glass pour grain get smaller drink come quicker star smoke cloud look like autumn tree pretty color black thoughts eye bloodshot music note know feel skin lick feel high kill drink girl smell sweet whiskey breath throw death girl sweet sexy mess throw death death death death death death death death death death feel feel motto take pills real need slow life like time lapse drug run time pass tell fuck need help young live life seat belt middle ocean pick seashells give detail live hell doubt time fuck feet fell california bear raise single female surf guess email tell stop need swear know felt pain pain killers wash away rain rain fall spot get go shoot maybe heart stop girl smell sweet whiskey breath throw death girl sweet sexy mess throw death death death death death death death death death death,182,0.000358038,0.3781187914066113,0.030934211,0.000358038,0.025127185,0.000358038,0.032534324,0.019480574,0.093724547,0.000358038,0.1355515038347023,0.05895109,0.000358038,0.066821827,0.043335426,violence,0.9857142857142858
53,asha bhosle,kotha mukunda,1952,pop,wander garden fence say bring great expense potion guarantee bring relief suffer say exist grasp firmly wrist throw strap torture rack argument mind bend course devious torment worse say speak voice weak tongue blame maybe speak shame brain idle think hasten reply like fool believe think somebody leave,48,0.002024292,0.4323963105509871,0.002024292,0.002024292,0.002024292,0.002024292,0.002024292,0.4635940269865534,0.002024292,0.002024292,0.002024292,0.002024292,0.032489034,0.002024292,0.041156255,violence,0.9714285714285714
54,asha bhosle,awaz deta hai sola ka din,1952,pop,easier bitch leave happier face upstairs agonna stomp shout door gonna throw laundry hold shotgun dosido want cyrano easier bitch go little miss little miss little miss wrong little miss little miss little miss wrong gonna sound gong little miss little miss little miss wrong whatcha roll songs people thoughts handmedowns simply turn cook nice brain surgery mama awith monkey wrench little miss little miss little miss wrong gonna sound gong little miss little miss little miss wrong whatcha roll songs yeah wrong wrong wrong wrong wrong cigarettes gonna cough hear song piss fine dollar ninetynine little miss little miss little miss wrong gonna sound gong little miss little miss little miss wrong whatcha roll songs little miss little miss little miss little miss wrong wrong wrong wrong little miss little miss little miss little miss wrong wrong little miss little miss little miss little miss wrong yeah,148,0.000431406,0.031303771,0.000431406,0.000431406,0.016905991,0.3096002197529346,0.005947658,0.000431406,0.05584699,0.072208893,0.000431406,0.000431406,0.000431406,0.000431406,0.4264571683737991,feelings,0.9714285714285714
56,mohammed rafi,jahan men log sachhe ashikon ko,1952,pop,park bag pack kind heart look comfortable glow porch word come undo face ghost decide inside burn need kill breathe hold hand search breath leave hop someday breathe breathe open secrets truth distance shelter come view hang head break heart build tear apart burden anymore need kill breathe hold hand search breath leave hop someday breathe hurt want hurt go need kill breathe hold hand search breath leave hop someday breathe breathe need kill breathe hold hand search breath leave hop someday breathe breathe,84,0.000692521,0.3928207515486527,0.000692521,0.000692521,0.043831994,0.000692521,0.070650423,0.000692521,0.000692521,0.000692521,0.000692521,0.033295195,0.000692521,0.4353507225281198,0.000692521,sadness,0.9714285714285714
57,ghantasala,avanee nee pathi,1952,pop,feel take moment feel force veiny point tear hold point point clean stable face stay face fact fine say fine remember head manna hell drug need little think take like grow cry pavement hop face hear thing say couple days seat shake ask felt alright want hear truth want hear voice sound fine voice sound fine feel heartbeat take moment sleep alright veiny selfish fear restless night restless night blood sober feel audible crack tell curtain hang neck realize perfect teeth rip head look like paint know thoughts tire leak intact pray think angels end ambulances lord show dream daughter cry inside stomach felt,104,0.000626566,0.3363648731640802,0.1102879602503559,0.050450745,0.000626566,0.031718443,0.000626566,0.13830557,0.000626566,0.000626566,0.054813454,0.000626567,0.026879997,0.059251738,0.037602766,violence,0.9714285714285714
58,ghantasala,ee jagamantha natika,1952,pop,know baby hang touch weak strong know cope down stay need roses right arm sweet thorns know touch weak strong know cope down stay need touch weak strong know cope down stay need touch weak strong know cope down stay need,41,0.038509374,0.001644737,0.001644737,0.1292796239070506,0.1038378426375705,0.001644737,0.3934706726152527,0.2642688521807501,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.049252056,romantic,0.9714285714285714
62,les paul,smoke rings,1952,pop,tell smoke ring blow night circle blue white picture dream fade phantom parade care away night blow blow silky little ring little smoke ring care away night blow blow silky little ring little smoke ring,35,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.1546681287113024,0.001644737,0.001644737,0.1285303907335883,0.3653028014143746,0.001644737,0.2567574123604428,0.001644737,0.07171495,0.001644737,music,0.9714285714285714
64,mukesh,hum tujhse mohabbat kar ke,1952,pop,fly high sing good bring sing like brother tell wanna cause wanna sing song wanna arm night long wanna know wanna peaceful feelin home summer thunder moonbright days northern light sky ablaze bring lover sing silver wing fiery trail sing bring wanna sing wanna sing song wanna arm night long wanna know wanna peaceful feelin home wanna sing song wanna arm night long wanna know wanna peaceful feelin home wanna peaceful feelin home,73,0.000809717,0.000809717,0.000809717,0.000809717,0.000809717,0.017869249,0.074873285,0.033341339,0.000809717,0.3837209697868745,0.000809717,0.144411369,0.000809717,0.000809717,0.083151777,music,0.9714285714285714
65,lata mangeshkar,paas nahin aaiye haath na lagaiye,1952,pop,letter straight heart near apart night write memorize line kiss sign darling read right start letter straight heart,18,0.002923977,0.002923977,0.002923977,0.3196568853447825,0.002923977,0.002923977,0.1763542046409268,0.002923977,0.002923977,0.2603837535427835,0.002923977,0.002923977,0.002923977,0.1997455066222846,0.002923977,night/time,0.9714285714285714
66,lata mangeshkar,main na janoon,1952,pop,watch sunrise tropic isle pyramid nile remember darlin belong market place algiers send photograph souvenirs remember dream appear belong maybe lonesome blue ocean silver plane jungle rain remember home belong ocean silver plane jungle rain remember home belong,38,0.04505231,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.046167708,0.002105263,0.5557323970856449,0.002105263,0.2603666490606726,0.002105263,0.002105263,0.002105263,music,0.9714285714285714
68,asha bhosle,gullyachi shapath,1952,pop,fuck fuck fuck rise fuck bitch know power face fuckin cowards wanna disembowel hour home smoke joint beat shower dispose evidence couple downers know know friends high drink drive innocent fool smile cause punk blow block nigga motherfucker fuck motherfucker punk bitch punk motherfucker motherfucker motherfucker motherfucker high motherfucker high motherfucker high ride motherfucker motherfuckin meet park pussy semper ready fight amendment right guarantee regardless shit like night grab spit shit spite push button fuck recite poems mean shed light hypocrites sodomites incite riot twilight zone tonight cause fuck shut fuck straight punk blow block fuck life cold hell control insecure know fuck immature try grow hydro power bring twin tower gather qaeda cowards burn hell deserve know fuck brother berg shut fuck straight punk blow block,127,0.000692521,0.04070609,0.000692521,0.028726069,0.000692521,0.000692521,0.000692521,0.000692521,0.688167146,0.000692521,0.064938133,0.1225690357640469,0.000692521,0.000692521,0.000692521,obscene,0.9714285714285714
70,lata mangeshkar,judai ki khabar hoti agar,1952,pop,fame fruit tree unsound flourish stock grind fame time fly die forget remember update ruin outdated style life memory happen long theatre sadness long forget easy stop wonder wonder safe womb everlasting night darkness brightest light safe place deep earth know truly forget remember update ruin outdated style fame fruit tree unsound flourish stock grind fame time fly die fruit tree fruit tree know rain worry stand stare go fruit tree fruit tree open eye year know go,78,0.001031992,0.001031992,0.362443413,0.056700607,0.001031992,0.001031992,0.001031992,0.058933447,0.043660222,0.001031992,0.001031992,0.4074683287930781,0.001031992,0.001031992,0.029567139,world/life,0.9714285714285714
73,lata mangeshkar,maagata maagata janm gele,1953,pop,help weakness hear drifter carry courtroom take away hasn pleasant time long know wrong judge cast robe aside tear come fail understand say outside crowd stir hear door inside judge step jury cry stop curse jury cry attendant nurse trial time worse bolt lightning strike courthouse shape rybody kneel pray drifter escape,52,0.001949318,0.339023117,0.001949318,0.1207895020828863,0.001949318,0.001949318,0.001949318,0.1735710108911001,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.2977878008958245,0.001949318,violence,0.9571428571428572
74,lata mangeshkar,chupke chupke (from ''paying guest''),1953,pop,choice life freedom voice government care health cigarettes liquor shelf propaganda feed hungry beast government best govern choice people voice anslinger shady lie congress say marijuana kill hemp fibers threaten paper mill,32,0.004048583,0.383725257,0.055999066,0.004048583,0.004048583,0.004048583,0.004048583,0.2357325488378189,0.004048583,0.004048583,0.004048583,0.004048583,0.2638143823098425,0.004048583,0.004048583,violence,0.9571428571428572
75,asha bhosle,chahe kitna mujhe tum bulao ji,1953,pop,hadn lonely awake wonder wide world save give lonely heart demand cupid take hand hadn,15,0.004385965,0.004385965,0.3388906036848872,0.004385965,0.004385965,0.004385965,0.004385966,0.004385965,0.004385965,0.004385965,0.004385965,0.004385965,0.004385965,0.5865479901385906,0.004385965,sadness,0.9571428571428572
77,asha bhosle,tu bol na bol,1953,pop,touch lips spark fly devil lips know lie danger flame grow higher know surrender kiss like torch soul burn road return burn turn ash world crash kiss resist good try good deny desire kiss heart completely slave slave want pity pity lips lips borrow tonight devil tomorrow know kiss doom consume kiss resist good try good deny desire kiss heart completely slave slave want pity pity lips lips borrow tonight devil tomorrow know kiss doom consume kiss aaah burn,79,0.000974659,0.1097665950668667,0.082102576,0.047504299,0.000974659,0.000974659,0.3595582734572387,0.08461827,0.000974659,0.000974659,0.000974659,0.190711503,0.000974659,0.000974659,0.078255076,romantic,0.9571428571428572
80,mukesh,raat andheri door savera,1953,pop,time feelin good time stoppin time livin high dust smilin onward thoughts away home travelin time settle satisfy wanderlust roam know havin good days gonna future look brighter past feel need worry reason memories remind maybe road life shin point diggin cities land extend welcome hand till morning time know havin good days gonna future look brighter past feel need worry reason memories remind maybe road life yeah yeah yeah yeah maybe road life road life yeah yeah yeah yeah yeah yeah yeah,83,0.00075188,0.00075188,0.4147724225831871,0.00075188,0.2049402745069763,0.00075188,0.00075188,0.095277016,0.00075188,0.00075188,0.108254146,0.037575534,0.00075188,0.00075188,0.099134733,world/life,0.9571428571428572
84,ghantasala,thunintha pin,1953,pop,rebel runner signal turn green restless young romantic want machine problem poison know cure clean systems nature pure learn match beat world learn catch heat world mistake learn mend mess make know right young choose world weak lose world radio receiver tune factories farm writer ranger young bear arm problem power weapons patrol walk fine line selfcontrol try save world try pave world concern yesterday know constant change today know right weak choose wise world fool lose world learn match beat world learn catch heat world world,87,0.000877193,0.000877193,0.4213088077671624,0.057732349,0.000877193,0.000877193,0.019333934,0.1813239285013621,0.000877193,0.034582815,0.000877193,0.024780211,0.1379589019267674,0.000877193,0.000877193,world/life,0.9571428571428572
86,les paul,i'm sitting on top of the world,1953,pop,sit world roll roll quit blue world sing song sing song hallelujah phone parson ready like humpty dumpty ready fall sit world roll roll quit blue world sing song sing song,31,0.001879699,0.001879699,0.1485608684383333,0.046503093,0.001879699,0.001879699,0.001879699,0.001879699,0.1361841419094763,0.4586241172478544,0.001879699,0.001879699,0.001879699,0.04090572,0.001879699,music,0.9571428571428572
90,les paul,the world is waiting for the sunrise,1953,pop,dear world wait sunrise cover world wait sunrise heart call dear world wait sunrise little cover heart call thrush high sleepy mate call heart call,25,0.002631579,0.002631579,0.1584370038236516,0.1232554752815456,0.002631579,0.052751045,0.32573706,0.002631579,0.002631579,0.2182810742407309,0.002631579,0.087327814,0.002631579,0.002631579,0.002631579,romantic,0.9571428571428572
99,t. m. soundararajan,ethanai periya,1953,pop,watch world surround inside phone booth begin astound try couth say sunday cause rybody tellin truth monday yeah monday cause rybody drinkin vermouth lend hand kiss stand give away free acid joke smoke barely drive dusk headlights headphones tomorrow plan shop spree love hard like billboard grin toast life beauty head begin spin press cheek rainwashed streets weep reincarnation come december thirtyfirst worst time year think people like share beer have january explanations appear,74,0.001253133,0.066192206,0.3357084783203952,0.001253133,0.027847337,0.001253133,0.059265973,0.001253133,0.001253133,0.001253133,0.3820738983183802,0.001253133,0.05523891,0.001253133,0.001253133,world/life,0.9571428571428572
100,talat mahmood,ansoo to nahin hai ankhon men,1953,pop,yeah dance ceiling dance floor people come door know party go dance romance night long know cold outside come baby satisfy time steal groove party party party baby house party come baby crazy soul know gonna lose control boogaloo want know cold outside come baby satisfy time steal groove party party party baby house party yeah yeah know baby know cold outside come baby satisfy time steal groove party party party baby house party say groove baby lose say roll stroll baby control party baby party baby party baby house party party party party party party party party come body party party come body,104,0.2655701149239978,0.000537057,0.000537057,0.042248828,0.048934385,0.000537057,0.000537057,0.000537057,0.414400009,0.000537057,0.094683329,0.033427378,0.000537057,0.000537057,0.000537057,obscene,0.9571428571428572
101,andy williams,it's the most wonderful time of the year,1953,pop,wonderful time year kid jingle bell tell good cheer wonderful time year haphappiest season holiday greet meet friends come haphappiest season party host marshmallows toast carol snow scary ghost stories tales glory christmases long long wonderful time year mistletoeing hearts glow love ones near wonderful time year party host marshmallows toast carol snow scary ghost stories tales glory christmases long long wonderful time year mistletoeing hearts glow love ones near wonderful time wonderful time wonderful time wonderful time year,79,0.001253133,0.060213629,0.001253133,0.3230772961584687,0.001253133,0.001253133,0.1051637478109688,0.001253133,0.089848805,0.2608284151445135,0.001253133,0.086128353,0.038309609,0.001253133,0.022645683,night/time,0.9571428571428572
102,lata mangeshkar,chandan ka palna resham ko dori,1954,pop,want know remember silly forget matter want need belong rest life marry wife wooo rest life marry wife wooo,19,0.003508772,0.003508772,0.7915047479659072,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,world/life,0.9428571428571428
106,lata mangeshkar,le chal ri nindiya le chal hamen,1954,pop,stand stand walk jaw hell walk jaw hell anytime anytime stand wipe anytime wipe anytime anytime stand raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops raindrops,64,0.005847953,0.7644234903064051,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847954,0.005847953,0.005847953,0.1361613040694914,0.005847953,violence,0.9428571428571428
110,frankie laine,after you've gone,1954,pop,know inside know sorry tale hyde die know tragedy intent hyde evil forever kill good mean good fine line good think think free simply away face mirror close eye disappear face face mirror long live nightmare die scream tonight shall demon dream dream friend nightmare go hyde stay matter pretend flourish long go soon memory hide choose lose control control live deep inside feel devour soul need survive need dance death rejoice breathe final breath live inside forever satan know forever able separate jekyll hyde time damn hyde leave deep inside hyde forever damn hyde evil deeds hell jekyll,99,0.000692521,0.3311937227324569,0.056431037,0.081606972,0.000692521,0.000692521,0.000692521,0.160808659,0.000692521,0.000692521,0.000692521,0.020491898,0.028728578,0.1255612083244321,0.079003948,violence,0.9428571428571428
115,asha bhosle,mere hamsafar tujhe kya khabar,1954,pop,hold close tonight hear doubt alright felt special dream come true happen know care wrap arm world special mystery special,20,0.046403681,0.002631579,0.002631579,0.056575012,0.002631579,0.002631579,0.3022281406364407,0.2737548728428374,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,romantic,0.9428571428571428
118,sven-bertil taube,viljen i veta (would you like to know?),1954,pop,world trouble baby world pain world trouble grind gain give watch world go hard life live walk world sorrow world shame world sorrow grind gain spend life wish want wonder long life live walk world golden world plain world soul compass heart pair wing horizon rise bright azure rest time give walk high,53,0.023017405,0.001119821,0.592210312,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.1760855858884693,0.040860757,0.1308718518262664,0.001119821,world/life,0.9428571428571428
125,bobby vinton,blue velvet,1954,pop,blue wear blue bluer night softer satin light star wear blue bluer eye warmer tender sigh hold tightly feel rapture grow like flame burn brightly leave go glow blue heart precious warm memory years blue tear wear blue heart precious warm memory years blue tear blue,46,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.3229669493884643,0.001461988,0.2551670520650044,0.001461988,0.3130895205076863,0.001461988,music,0.9428571428571428
126,los hermanos arriagada,poema,1954,pop,night mind deep dream till time look eye touch soul hard hide apart feel heart know lock door throw away save save night dream belong hold feel right heart lock door throw away save save night save save turn know come baby stay save save turn need save save save save save baby save save,55,0.057993919,0.00093985,0.3559572805248189,0.1107375533344195,0.00093985,0.00093985,0.03000855,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.4321448015317837,0.00093985,sadness,0.9428571428571428
127,the drifters,the bells of st. mary's,1954,pop,bell stmary hear call young love true love come beloved leave fall bell shall ring ring bell stmary hear call young love true love come beloved leave fall bell shall ring ring,32,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.2412970788166678,0.002105263,0.002105263,0.3990760308908652,0.002105263,0.002105263,0.182098376,0.145949566,0.002105263,music,0.9428571428571428
128,the chordettes,for me and my gal,1954,pop,bell ring bird sing rybody know wed go weeks sew congregate parson wait gonna build little home land,18,0.004385965,0.004385965,0.004385965,0.004385969,0.004385965,0.096404698,0.004385965,0.004385966,0.004385965,0.5603135113055258,0.004385965,0.004385965,0.1751506871860488,0.004385965,0.004385966,music,0.9428571428571428
