,dating,violence,world/life,night/time,shake the audience,family/gospel,romantic,communication,obscene,music,movement/places,light/visual perceptions,family/spiritual,sadness,feelings,age,genre_blues,genre_country,genre_hip hop,genre_jazz,genre_pop,genre_reggae,genre_rock
20,0.000692521,0.3928207515486527,0.000692521,0.000692521,0.043831994,0.000692521,0.070650423,0.000692521,0.000692521,0.000692521,0.000692521,0.033295195,0.000692521,0.4353507225281198,0.000692521,0.9714285714285714,0,0,0,0,1,0,0
21,0.000626566,0.3363648731640802,0.1102879602503559,0.050450745,0.000626566,0.031718443,0.000626566,0.13830557,0.000626566,0.000626566,0.054813454,0.000626567,0.026879997,0.059251738,0.037602766,0.9714285714285714,0,0,0,0,1,0,0
22,0.038509374,0.001644737,0.001644737,0.1292796239070506,0.1038378426375705,0.001644737,0.3934706726152527,0.2642688521807501,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.049252056,0.9714285714285714,0,0,0,0,1,0,0
23,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.1546681287113024,0.001644737,0.001644737,0.1285303907335883,0.3653028014143746,0.001644737,0.2567574123604428,0.001644737,0.07171495,0.001644737,0.9714285714285714,0,0,0,0,1,0,0
24,0.000809717,0.000809717,0.000809717,0.000809717,0.000809717,0.017869249,0.074873285,0.033341339,0.000809717,0.3837209697868745,0.000809717,0.144411369,0.000809717,0.000809717,0.083151777,0.9714285714285714,0,0,0,0,1,0,0
25,0.002923977,0.002923977,0.002923977,0.3196568853447825,0.002923977,0.002923977,0.1763542046409268,0.002923977,0.002923977,0.2603837535427835,0.002923977,0.002923977,0.002923977,0.1997455066222846,0.002923977,0.9714285714285714,0,0,0,0,1,0,0
26,0.04505231,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.046167708,0.002105263,0.5557323970856449,0.002105263,0.2603666490606726,0.002105263,0.002105263,0.002105263,0.9714285714285714,0,0,0,0,1,0,0
27,0.000692521,0.04070609,0.000692521,0.028726069,0.000692521,0.000692521,0.000692521,0.000692521,0.688167146,0.000692521,0.064938133,0.1225690357640469,0.000692521,0.000692521,0.000692521,0.9714285714285714,0,0,0,0,1,0,0
28,0.001031992,0.001031992,0.362443413,0.056700607,0.001031992,0.001031992,0.001031992,0.058933447,0.043660222,0.001031992,0.001031992,0.4074683287930781,0.001031992,0.001031992,0.029567139,0.9714285714285714,0,0,0,0,1,0,0
29,0.001949318,0.339023117,0.001949318,0.1207895020828863,0.001949318,0.001949318,0.001949318,0.1735710108911001,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.2977878008958245,0.001949318,0.9571428571428572,0,0,0,0,1,0,0
30,0.004048583,0.383725257,0.055999066,0.004048583,0.004048583,0.004048583,0.004048583,0.2357325488378189,0.004048583,0.004048583,0.004048583,0.004048583,0.2638143823098425,0.004048583,0.004048583,0.9571428571428572,0,0,0,0,1,0,0
31,0.004385965,0.004385965,0.3388906036848872,0.004385965,0.004385965,0.004385965,0.004385966,0.004385965,0.004385965,0.004385965,0.004385965,0.004385965,0.004385965,0.5865479901385906,0.004385965,0.9571428571428572,0,0,0,0,1,0,0
32,0.000974659,0.1097665950668667,0.082102576,0.047504299,0.000974659,0.000974659,0.3595582734572387,0.08461827,0.000974659,0.000974659,0.000974659,0.190711503,0.000974659,0.000974659,0.078255076,0.9571428571428572,0,0,0,0,1,0,0
33,0.00075188,0.00075188,0.4147724225831871,0.00075188,0.2049402745069763,0.00075188,0.00075188,0.095277016,0.00075188,0.00075188,0.108254146,0.037575534,0.00075188,0.00075188,0.099134733,0.9571428571428572,0,0,0,0,1,0,0
34,0.000877193,0.000877193,0.4213088077671624,0.057732349,0.000877193,0.000877193,0.019333934,0.1813239285013621,0.000877193,0.034582815,0.000877193,0.024780211,0.1379589019267674,0.000877193,0.000877193,0.9571428571428572,0,0,0,0,1,0,0
35,0.001879699,0.001879699,0.1485608684383333,0.046503093,0.001879699,0.001879699,0.001879699,0.001879699,0.1361841419094763,0.4586241172478544,0.001879699,0.001879699,0.001879699,0.04090572,0.001879699,0.9571428571428572,0,0,0,0,1,0,0
36,0.002631579,0.002631579,0.1584370038236516,0.1232554752815456,0.002631579,0.052751045,0.32573706,0.002631579,0.002631579,0.2182810742407309,0.002631579,0.087327814,0.002631579,0.002631579,0.002631579,0.9571428571428572,0,0,0,0,1,0,0
37,0.001253133,0.066192206,0.3357084783203952,0.001253133,0.027847337,0.001253133,0.059265973,0.001253133,0.001253133,0.001253133,0.3820738983183802,0.001253133,0.05523891,0.001253133,0.001253133,0.9571428571428572,0,0,0,0,1,0,0
38,0.2655701149239978,0.000537057,0.000537057,0.042248828,0.048934385,0.000537057,0.000537057,0.000537057,0.414400009,0.000537057,0.094683329,0.033427378,0.000537057,0.000537057,0.000537057,0.9571428571428572,0,0,0,0,1,0,0
39,0.001253133,0.060213629,0.001253133,0.3230772961584687,0.001253133,0.001253133,0.1051637478109688,0.001253133,0.089848805,0.2608284151445135,0.001253133,0.086128353,0.038309609,0.001253133,0.022645683,0.9571428571428572,0,0,0,0,1,0,0
40,0.003508772,0.003508772,0.7915047479659072,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.003508772,0.9428571428571428,0,0,0,0,1,0,0
41,0.005847953,0.7644234903064051,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847953,0.005847954,0.005847953,0.005847953,0.1361613040694914,0.005847953,0.9428571428571428,0,0,0,0,1,0,0
42,0.000692521,0.3311937227324569,0.056431037,0.081606972,0.000692521,0.000692521,0.000692521,0.160808659,0.000692521,0.000692521,0.000692521,0.020491898,0.028728578,0.1255612083244321,0.079003948,0.9428571428571428,0,0,0,0,1,0,0
43,0.046403681,0.002631579,0.002631579,0.056575012,0.002631579,0.002631579,0.3022281406364407,0.2737548728428374,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.9428571428571428,0,0,0,0,1,0,0
44,0.023017405,0.001119821,0.592210312,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.001119821,0.1760855858884693,0.040860757,0.1308718518262664,0.001119821,0.9428571428571428,0,0,0,0,1,0,0
45,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.3229669493884643,0.001461988,0.2551670520650044,0.001461988,0.3130895205076863,0.001461988,0.9428571428571428,0,0,0,0,1,0,0
46,0.057993919,0.00093985,0.3559572805248189,0.1107375533344195,0.00093985,0.00093985,0.03000855,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.00093985,0.4321448015317837,0.00093985,0.9428571428571428,0,0,0,0,1,0,0
47,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.2412970788166678,0.002105263,0.002105263,0.3990760308908652,0.002105263,0.002105263,0.182098376,0.145949566,0.002105263,0.9428571428571428,0,0,0,0,1,0,0
48,0.004385965,0.004385965,0.004385965,0.004385969,0.004385965,0.096404698,0.004385965,0.004385966,0.004385965,0.5603135113055258,0.004385965,0.004385965,0.1751506871860488,0.004385965,0.004385966,0.9428571428571428,0,0,0,0,1,0,0
49,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.002392345,0.3784025745856744,0.3706351081284882,0.1153151796447296,0.002392345,0.002392345,0.002392345,0.9428571428571428,0,0,0,0,1,0,0
50,0.001644737,0.3759042899935524,0.1722987864727136,0.001644737,0.001644737,0.042935621,0.062363615,0.001644737,0.001644737,0.001644737,0.2386175289246446,0.001644737,0.001644737,0.001644737,0.001644737,0.9428571428571428,0,0,0,0,1,0,0
51,0.001349528,0.4774990126290759,0.1022842429256291,0.001349528,0.1141645436995023,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.2332599988521266,0.001349528,0.001349528,0.027284421,0.9428571428571428,0,0,0,0,1,0,0
52,0.1670886179902593,0.219531207,0.067068311,0.000993049,0.000993049,0.065333417,0.064396613,0.075847965,0.3288172849785105,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,0.000993049,0.9428571428571428,0,0,0,0,1,0,0
53,0.006578947,0.006578947,0.006578948,0.15669982,0.1299166615695829,0.006578947,0.080705256,0.006578948,0.006578947,0.408399714,0.006578947,0.006578948,0.006578947,0.1321732837410021,0.006578947,0.9428571428571428,0,0,0,0,1,0,0
54,0.000822368,0.000822369,0.000822368,0.000822368,0.032599417,0.000822368,0.017344862,0.1080853906532972,0.1773148688258188,0.000822368,0.000822368,0.0684874,0.022594419,0.4840985069053761,0.051749698,0.9285714285714286,0,0,0,0,1,0,0
55,0.001754386,0.001754386,0.070593426,0.001754387,0.001754386,0.001754386,0.04922414,0.1749390458400773,0.001754386,0.3084477905099275,0.001754386,0.001754386,0.001754386,0.3722341927223158,0.001754386,0.9285714285714286,0,0,0,0,1,0,0
56,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.002770083,0.119214288,0.1903751188131971,0.002770083,0.002770083,0.002770083,0.002770083,0.056423275,0.5375490868271245,0.002770083,0.9285714285714286,0,0,0,0,1,0,0
57,0.003289474,0.003289474,0.3363568018589156,0.003289474,0.003289474,0.003289474,0.1659975817253197,0.003289474,0.003289474,0.003289474,0.003289474,0.3595617486216244,0.003289474,0.088741761,0.003289474,0.9285714285714286,0,0,0,0,1,0,0
58,0.000956938,0.3449721251958585,0.000956938,0.000956938,0.019824128,0.000956938,0.000956938,0.063160605,0.060289039,0.000956938,0.000956938,0.1876154964739072,0.000956938,0.000956938,0.1191070050739375,0.9285714285714286,0,0,0,0,1,0,0
59,0.002105263,0.3258093603694923,0.221627554,0.002105264,0.002105263,0.002105263,0.1178566640341828,0.002105263,0.002105263,0.1524720074203089,0.002105263,0.002105263,0.059133237,0.095732755,0.002105263,0.9285714285714286,0,0,0,0,1,0,0
60,0.000611995,0.000611995,0.000611995,0.000611995,0.012722942,0.000611995,0.000611995,0.000611995,0.000611995,0.3586189801726805,0.1732992013002341,0.013151242,0.000611995,0.000611995,0.000611995,0.9285714285714286,0,0,0,0,1,0,0
61,0.001253133,0.001253133,0.001253133,0.3268807650707874,0.001253133,0.001253133,0.1674457257646285,0.001253133,0.001253133,0.1358534096492744,0.001253133,0.1605936775887476,0.001253133,0.1916825619380646,0.001253133,0.9285714285714286,0,0,0,0,1,0,0
62,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.001461988,0.03410984,0.4343846317467736,0.001461988,0.001461988,0.001461988,0.001461988,0.034299025,0.4752766770940564,0.001461988,0.9285714285714286,0,0,0,0,1,0,0
63,0.000565931,0.3218913371341397,0.000565931,0.07889605,0.000565931,0.000565931,0.067787145,0.1244495561823133,0.000565931,0.070580677,0.000565931,0.2325379156932203,0.017532138,0.000565931,0.027778659,0.9285714285714286,0,0,0,0,1,0,0
64,0.057983807,0.000578369,0.000578369,0.000578369,0.024863772,0.000578369,0.000578369,0.1417194929460095,0.5887757132473507,0.000578369,0.000578369,0.1416847442127227,0.000578369,0.000578369,0.000578369,0.9142857142857144,0,0,0,0,1,0,0
65,0.000515996,0.000515996,0.000515996,0.000515996,0.000515996,0.000515996,0.000515996,0.1366110250359004,0.3043972912955797,0.020922467,0.4838283316549186,0.000515996,0.000515996,0.000515996,0.000515996,0.9142857142857144,0,0,0,0,1,0,0
66,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.1837003175719582,0.66794821,0.002923977,0.002923977,0.002923977,0.002923977,0.002923977,0.1015678450831214,0.9142857142857144,0,0,0,0,1,0,0
67,0.00122399,0.00122399,0.00122399,0.4004640906861412,0.00122399,0.104720025,0.00122399,0.00122399,0.00122399,0.00122399,0.00122399,0.077885006,0.1163055694708755,0.00122399,0.04650886,0.9142857142857144,0,0,0,0,1,0,0
68,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.001349528,0.3892100030818557,0.5208076581145518,0.068389895,0.9142857142857144,0,0,0,0,1,0,0
69,0.001644737,0.4543602407244315,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.001644737,0.053253519,0.038779813,0.2490434165882045,0.094986709,0.9142857142857144,0,0,0,0,1,0,0
70,0.1023375677790715,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.1638588884132265,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.004784689,0.4815679936219461,0.1804652137366199,0.9142857142857144,0,0,0,0,1,0,0
71,0.001644737,0.001644737,0.001644737,0.3521254330057736,0.117735356,0.001644737,0.1462082222475888,0.001644737,0.001644737,0.001644737,0.001644737,0.2090899615997924,0.001644737,0.091202451,0.062256997,0.9142857142857144,0,0,0,0,1,0,0
72,0.001879699,0.001879699,0.3243239392229354,0.001879699,0.001879699,0.001879699,0.339290189,0.2579811654915599,0.001879699,0.001879699,0.001879699,0.050209217,0.001879699,0.001879699,0.001879699,0.9142857142857144,0,0,0,0,1,0,0
73,0.057781368,0.000892061,0.000892061,0.000892061,0.018091685,0.06219349,0.1002746713627756,0.000892061,0.000892061,0.059483068,0.000892061,0.000892061,0.023721983,0.325419482,0.000892061,0.9142857142857144,0,0,0,0,1,0,0
74,0.06131838,0.002506266,0.3120174619435173,0.002506266,0.002506266,0.002506266,0.002506266,0.1718473352521575,0.002506266,0.1102875496367431,0.002506266,0.002506266,0.002506266,0.1627770503738453,0.1491707673611771,0.9142857142857144,0,0,0,0,1,0,0
75,0.001949318,0.21561498,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.1433502312885562,0.001949318,0.001949318,0.001949318,0.2612965274571121,0.001949318,0.3504984941380737,0.001949318,0.9142857142857144,0,0,0,0,1,0,0
76,0.00150376,0.3386845538677975,0.1294150630994395,0.001503759,0.001503759,0.001503759,0.1165516813262902,0.069711916,0.001503759,0.001503759,0.001503759,0.1174418695982409,0.001503759,0.1502822308721061,0.059867572,0.9142857142857144,0,0,0,0,1,0,0
77,0.00122399,0.1068974445375681,0.00122399,0.00122399,0.00122399,0.00122399,0.3251048927041413,0.2153464259630267,0.00122399,0.1036539202564301,0.00122399,0.00122399,0.1413004573178247,0.050241408,0.00122399,0.9142857142857144,0,0,0,0,1,0,0
78,0.001594896,0.001594896,0.48906857,0.001594896,0.001594896,0.001594896,0.04470286,0.2955952026512197,0.001594896,0.001594896,0.001594896,0.001594896,0.001594896,0.1467099210569057,0.001594896,0.9142857142857144,0,0,0,0,1,0,0
79,0.00122399,0.00122399,0.162519432,0.00122399,0.00122399,0.00122399,0.2217049931948952,0.00122399,0.028103081,0.00122399,0.067357673,0.1202079488624814,0.00122399,0.384194999,0.00122399,0.9142857142857144,0,0,0,0,1,0,0
80,0.005263158,0.005263158,0.005263158,0.005263158,0.005263158,0.005263158,0.1178355168962384,0.005263159,0.005263158,0.005263159,0.005263158,0.005263158,0.005263158,0.5998142912434665,0.005263158,0.9142857142857144,0,0,0,0,1,0,0
81,0.001879699,0.001879699,0.2202874756164288,0.038350185,0.001879699,0.001879699,0.5269438187865045,0.001879699,0.001879699,0.001879699,0.001879699,0.1862230307603152,0.001879699,0.001879699,0.001879699,0.9142857142857144,0,0,0,0,1,0,0
82,0.002392345,0.002392345,0.062892603,0.002392345,0.002392345,0.002392345,0.1329949846751617,0.002392345,0.002392345,0.002392345,0.002392345,0.265351375,0.002392345,0.5028758680219705,0.002392345,0.9142857142857144,0,0,0,0,1,0,0
83,0.000822368,0.031875724,0.000822368,0.000822368,0.054283573,0.096892692,0.000822368,0.000822368,0.4166150616589449,0.1095565709283021,0.2570208488796823,0.000822368,0.000822368,0.000822368,0.000822369,0.9142857142857144,0,0,0,0,1,0,0
84,0.001697793,0.3508969622378446,0.001697793,0.1265044325568239,0.088848898,0.001697793,0.1661981147658866,0.062087212,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.001697793,0.079971444,0.9142857142857144,0,0,0,0,1,0,0
85,0.000892061,0.6060733234695204,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.3557758671830705,0.023877839,0.000892061,0.000892061,0.000892061,0.9142857142857144,0,0,0,0,1,0,0
86,0.001949318,0.001949318,0.1305817274450949,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.1136915028118329,0.001949318,0.3566216153029621,0.028101809,0.3437128960650033,0.001949318,0.9142857142857144,0,0,0,0,1,0,0
87,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.4399482677926991,0.5269133302983976,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.9142857142857144,0,0,0,0,1,0,0
88,0.002923977,0.002923977,0.068805698,0.002923977,0.002923977,0.002923977,0.287749786,0.002923977,0.002923977,0.4500944038578396,0.002923977,0.1494904624380642,0.002923977,0.002923977,0.002923977,0.9142857142857144,0,0,0,0,1,0,0
89,0.001594896,0.001594896,0.001594897,0.066288511,0.001594896,0.001594896,0.4609988673707866,0.001594896,0.001594896,0.001594896,0.001594896,0.040991636,0.2028997894932946,0.1670549185687992,0.001594896,0.9142857142857144,0,0,0,0,1,0,0
90,0.001814882,0.001814882,0.2142448396201695,0.001814882,0.001814882,0.001814882,0.2401099592035576,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.001814882,0.4042493394446222,0.1141726306617886,0.9142857142857144,0,0,0,0,1,0,0
91,0.001594896,0.001594896,0.085949196,0.001594896,0.001594897,0.001594896,0.001594896,0.001594896,0.3144456113518388,0.001594897,0.2032080820849582,0.001594896,0.001594896,0.001594896,0.1012702959880439,0.9142857142857144,0,0,0,0,1,0,0
92,0.050967882,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.001169591,0.4625783485559946,0.001169591,0.304065333,0.001169591,0.001169591,0.001169591,0.9142857142857144,0,0,0,0,1,0,0
93,0.047823277,0.00228833,0.5094771869744168,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.2357382625881103,0.068268066,0.9142857142857144,0,0,0,0,1,0,0
94,0.002192983,0.002192983,0.002192983,0.002192982,0.002192982,0.002192982,0.002192983,0.002192983,0.002192983,0.77955713,0.002192983,0.002192983,0.002192982,0.002192983,0.002192983,0.9142857142857144,0,0,0,0,1,0,0
95,0.001814882,0.001814882,0.2211333847008755,0.001814882,0.001814882,0.001814882,0.276172061,0.001814882,0.001814882,0.3138875547099057,0.001814882,0.001814882,0.001814882,0.092561505,0.070837146,0.9142857142857144,0,0,0,0,1,0,0
96,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.001949318,0.7065372161094341,0.001949318,0.001949318,0.001949318,0.1050305035979079,0.001949318,0.001949318,0.001949318,0.001949318,0.9142857142857144,0,0,0,0,1,0,0
97,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.002631579,0.076805037,0.002631579,0.002631579,0.3121617947527484,0.002631579,0.002631579,0.002631579,0.1518897241795903,0.1010689942844911,0.9142857142857144,0,0,0,0,1,0,0
98,0.00055991,0.1256899686424195,0.00055991,0.00055991,0.014483039,0.01276412,0.00055991,0.06219016,0.5589386913005219,0.00055991,0.00055991,0.025599406,0.00055991,0.00055991,0.072301005,0.9142857142857144,0,0,0,0,1,0,0
99,0.001503759,0.001503759,0.001503759,0.001503759,0.001503759,0.001503759,0.423573024,0.1117301340742206,0.001503759,0.1700827217703149,0.001503759,0.2720577281654081,0.001503759,0.001503759,0.00150376,0.9142857142857144,0,0,0,0,1,0,0
100,0.000892061,0.000892061,0.4124483614067454,0.000892061,0.000892061,0.000892061,0.000892061,0.000892061,0.040240281,0.000892061,0.1271340529169599,0.1466571681705576,0.064837919,0.000892061,0.000892061,0.9142857142857144,0,0,0,0,1,0,0
101,0.001879699,0.5317551269666365,0.0018797,0.1714953928817781,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.001879699,0.9,0,0,0,0,1,0,0
102,0.00228833,0.00228833,0.00228833,0.090764486,0.00228833,0.00228833,0.00228833,0.00228833,0.00228833,0.4993927319876392,0.00228833,0.00228833,0.00228833,0.3732295081401584,0.00228833,0.9,0,0,0,0,1,0,0
103,0.002192982,0.002192983,0.002192983,0.002192983,0.002192982,0.002192983,0.4510826049339411,0.4218029959098429,0.002192983,0.002192983,0.002192983,0.092026678,0.002192982,0.002192983,0.002192982,0.9,0,0,0,0,1,0,0
104,0.001096491,0.060288205,0.4229631801666036,0.001096491,0.001096491,0.4778308933945334,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.001096491,0.9,0,0,0,0,1,0,0
105,0.004048583,0.004048583,0.004048584,0.004048583,0.004048583,0.004048583,0.5296959389201333,0.004048583,0.004048583,0.004048583,0.004048583,0.1551009748750353,0.004048583,0.004048583,0.004048583,0.9,0,0,0,0,1,0,0
106,0.000835422,0.074488523,0.4784494458282053,0.000835422,0.000835422,0.000835422,0.000835422,0.1835490581575929,0.000835422,0.000835422,0.000835422,0.1198866622530046,0.000835422,0.071224339,0.061541487,0.9,0,0,0,0,1,0,0
107,0.001385042,0.001385042,0.071938585,0.001385042,0.001385042,0.001385042,0.7595204232655838,0.001385042,0.001385042,0.001385042,0.001385042,0.086792062,0.001385042,0.060973306,0.001385042,0.9,0,0,0,0,1,0,0
108,0.00093985,0.00093985,0.00093985,0.138956819,0.00093985,0.00093985,0.019176213,0.00093985,0.1321684234273625,0.4668445956434445,0.00093985,0.00093985,0.00093985,0.1373287936851905,0.00093985,0.9,0,0,0,0,1,0,0
109,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.050800297,0.1504463006655464,0.002105263,0.002105263,0.002105263,0.002105263,0.002105263,0.4614069859158885,0.044316375,0.9,0,0,0,0,1,0,0
110,0.061748393,0.002105263,0.002105263,0.1739508464514844,0.002105263,0.044231865,0.4883457300011957,0.002105263,0.002105263,0.002105263,0.002105263,0.002105264,0.002105263,0.002105263,0.002105263,0.9,0,0,0,0,1,0,0
111,0.001422475,0.001422475,0.001422475,0.001422475,0.029757802,0.001422475,0.05767071,0.087672553,0.001422475,0.001422475,0.001422475,0.001422475,0.1589568527830088,0.6135392805556101,0.001422475,0.9,0,0,0,0,1,0,0
112,0.095382582,0.00075188,0.052282143,0.00075188,0.00075188,0.00075188,0.036503282,0.00075188,0.00075188,0.00075188,0.00075188,0.00075188,0.00075188,0.7499902875847149,0.00075188,0.9,0,0,0,0,1,0,0
